Unnamed: 0,key,sentences,,,,,,,,human query+ features,only feature,only human query,without fintuning,,,,,chart,hardness,table_name,vegalite_spec
715,1508@x_name@ASC,What are the main industries and their total market values?,,,,,,,,1,1,1,1,,,,,Bar,Medium,company,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 1508@x_name@ASC"", ""data"": {""values"": [{""Main_Industry"": ""Banking"", ""sum_market_value_"": 580.4000000000002}, {""Main_Industry"": ""Conglomerate"", ""sum_market_value_"": 415.9}, {""Main_Industry"": ""Oil and gas"", ""sum_market_value_"": 1257.1}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Main_Industry"", ""type"": ""nominal""}, ""y"": {""field"": ""sum_market_value_"", ""type"": ""quantitative""}}}"
716,1510@y_name@ASC,Which main industries have how many companies without a gas station?,,,,,,,,1,1,1,1,,,,,Bar,Hard,company,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 1510@y_name@ASC"", ""data"": {""values"": [{""Main_Industry"": ""Conglomerate"", ""COUNT_Main_Industry_"": 2}, {""Main_Industry"": ""Banking"", ""COUNT_Main_Industry_"": 3}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Main_Industry"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_Main_Industry_"", ""type"": ""quantitative""}}}"
717,1511@x_name@ASC,How many gas stations does each manager have?,,,,,,,,1,1,1,1,,,,,Bar,Medium,gas_station,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 1511@x_name@ASC"", ""data"": {""values"": [{""Manager_Name"": ""BrianWingrave"", ""COUNT_Manager_Name_"": 1}, {""Manager_Name"": ""Bryan Taylor"", ""COUNT_Manager_Name_"": 1}, {""Manager_Name"": ""BryanDenman"", ""COUNT_Manager_Name_"": 1}, {""Manager_Name"": ""Colin Denman"", ""COUNT_Manager_Name_"": 2}, {""Manager_Name"": ""Jon Rowe"", ""COUNT_Manager_Name_"": 1}, {""Manager_Name"": ""Luke Rowe"", ""COUNT_Manager_Name_"": 1}, {""Manager_Name"": ""Simon Cope Derek Marloe"", ""COUNT_Manager_Name_"": 1}, {""Manager_Name"": ""SimonMarloe"", ""COUNT_Manager_Name_"": 1}, {""Manager_Name"": ""Tom Whit"", ""COUNT_Manager_Name_"": 1}, {""Manager_Name"": ""Tony Bristow"", ""COUNT_Manager_Name_"": 1}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Manager_Name"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_Manager_Name_"", ""type"": ""quantitative""}}}"
719,1518@x_name@ASC,How many companies are headquartered in each locationr?,,,,,,,,1,1,1,1,,,,,Bar,Medium,company,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 1518@x_name@ASC"", ""data"": {""values"": [{""Headquarters"": ""Brazil"", ""COUNT_Headquarters_"": 1}, {""Headquarters"": ""China"", ""COUNT_Headquarters_"": 2}, {""Headquarters"": ""Netherlands"", ""COUNT_Headquarters_"": 1}, {""Headquarters"": ""UK"", ""COUNT_Headquarters_"": 2}, {""Headquarters"": ""USA"", ""COUNT_Headquarters_"": 4}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Headquarters"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_Headquarters_"", ""type"": ""quantitative""}}}"
720,2459@y_name@DESC,Show a chart with joband average age.,,,,,,,,1,1,1,1,,,,,Bar,Medium,Person,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2459@y_name@DESC"", ""data"": {""values"": [{""job"": ""doctor"", ""avg_age_"": 45}, {""job"": ""engineer"", ""avg_age_"": 35}, {""job"": ""student"", ""avg_age_"": 25.5}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""job"", ""type"": ""nominal""}, ""y"": {""field"": ""avg_age_"", ""type"": ""quantitative""}}}"
721,2461@y_name@DESC,What’s the average age of male employees for each job title?,,,,,,,,1,1,1,1,,,,,Bar,Hard,Person,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2461@y_name@DESC"", ""data"": {""values"": [{""job"": ""doctor"", ""avg_age_"": 45}, {""job"": ""engineer"", ""avg_age_"": 35}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""job"", ""type"": ""nominal""}, ""y"": {""field"": ""avg_age_"", ""type"": ""quantitative""}}}"
722,2465@x_name@DESC,How many people under 40 are there for each gender?,,,,,,,,1,1,1,1,,,,,Bar,Hard,Person,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2465@x_name@DESC"", ""data"": {""values"": [{""gender"": ""male"", ""count_"": 1}, {""gender"": ""female"", ""count_"": 2}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""gender"", ""type"": ""nominal""}, ""y"": {""field"": ""count_"", ""type"": ""quantitative""}}}"
723,2317@x_name@ASC,What are the draft pick numbers and classes for defenders?,,,,,,,,1,1,1,1,,,,,Bar,Medium,match_season,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2317@x_name@ASC"", ""data"": {""values"": [{""Draft_Class"": ""1996 MLS Inaugural Player Draft"", ""Draft_Pick_Number"": 87}, {""Draft_Class"": ""1999 MLS College Draft"", ""Draft_Pick_Number"": 5}, {""Draft_Class"": ""2000 MLS SuperDraft"", ""Draft_Pick_Number"": 4}, {""Draft_Class"": ""2005 MLS SuperDraft"", ""Draft_Pick_Number"": 9}, {""Draft_Class"": ""2006 MLS SuperDraft"", ""Draft_Pick_Number"": 37}, {""Draft_Class"": ""2008 MLS SuperDraft"", ""Draft_Pick_Number"": 4}, {""Draft_Class"": ""2009 MLS SuperDraft"", ""Draft_Pick_Number"": 3}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Draft_Class"", ""type"": ""nominal""}, ""y"": {""field"": ""Draft_Pick_Number"", ""type"": ""quantitative""}}}"
724,2321@y_name@ASC,Could you show a chart of the total counts for each position?,,,,,,,,1,1,1,1,,,,,Bar,Medium,match_season,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2321@y_name@ASC"", ""data"": {""values"": [{""Position"": ""Forward"", ""COUNT_"": 3}, {""Position"": ""Midfielder"", ""COUNT_"": 6}, {""Position"": ""Defender"", ""COUNT_"": 7}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Position"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_"", ""type"": ""quantitative""}}}"
725,2565@y_name@ASC,How many chips does each company have for phones with a “Graphics” screen mode?,,,,,,,,1,1,1,1,,,,,Bar,Extra Hard,screen_mode,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2565@y_name@ASC"", ""data"": {""values"": [{""Company_name"": ""Sony Mobile Communications"", ""COUNT_Company_name_"": 1}, {""Company_name"": ""Nokia Corporation"", ""COUNT_Company_name_"": 2}, {""Company_name"": ""Samsung Electronics Co Ltd"", ""COUNT_Company_name_"": 2}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Company_name"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_Company_name_"", ""type"": ""quantitative""}}}"
726,2566@y_name@DESC,What’s the total number of chips per company for phones launched in 2002 or with more than 32 GB RAM?,,,,,,,,1,1,1,1,,,,,Bar,Extra Hard,chip_model,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2566@y_name@DESC"", ""data"": {""values"": [{""Company_name"": ""Nokia Corporation"", ""COUNT_Company_name_"": 2}, {""Company_name"": ""Sony Mobile Communications"", ""COUNT_Company_name_"": 1}, {""Company_name"": ""Samsung Electronics Co Ltd"", ""COUNT_Company_name_"": 1}, {""Company_name"": ""LG Electronics"", ""COUNT_Company_name_"": 1}, {""Company_name"": ""Huawei Technologies Co.Ltd."", ""COUNT_Company_name_"": 1}, {""Company_name"": ""HTC Corporation"", ""COUNT_Company_name_"": 1}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Company_name"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_Company_name_"", ""type"": ""quantitative""}}}"
727,2551@y_name@ASC,Could you show a chart of each pet’s ID and weight for pets older than one year?,,,,,,,,1,1,1,0,,,,,Bar,Medium,pets,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2551@y_name@ASC"", ""data"": {""values"": [{""PetID"": ""2001"", ""weight"": 12}, {""PetID"": ""2002"", ""weight"": 13.4}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""PetID"", ""type"": ""nominal""}, ""y"": {""field"": ""weight"", ""type"": ""quantitative""}}}"
728,2558@x_name@ASC,Could you show a chart of each pet type’s maximum weight?,,,,,,,,1,1,1,1,,,,,Bar,Easy,pets,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2558@x_name@ASC"", ""data"": {""values"": [{""PetType"": ""cat"", ""max_weight_"": 12}, {""PetType"": ""dog"", ""max_weight_"": 13.4}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""PetType"", ""type"": ""nominal""}, ""y"": {""field"": ""max_weight_"", ""type"": ""quantitative""}}}"
730,2959@y_name@ASC,Could you list the descriptions of all project outcomes and show how many there are of eachr?,,,,,,,,1,1,1,1,,,,,Bar,Hard,Research_outcomes,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2959@y_name@ASC"", ""data"": {""values"": [{""outcome_description"": ""Research Patent"", ""COUNT_outcome_description_"": 5}, {""outcome_description"": ""Published Research Paper"", ""COUNT_outcome_description_"": 10}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""outcome_description"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_outcome_description_"", ""type"": ""quantitative""}}}"
731,2509@x_name@ASC,What’s the number of events per party?,,,,,,,,1,1,1,1,,,,,Bar,Hard,party_events,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2509@x_name@ASC"", ""data"": {""values"": [{""Party_name"": ""3"", ""count_"": 3}, {""Party_name"": ""Convention Peoples Party"", ""count_"": 3}, {""Party_name"": ""Progress Party"", ""count_"": 2}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Party_name"", ""type"": ""nominal""}, ""y"": {""field"": ""count_"", ""type"": ""quantitative""}}}"
732,2513@x_name@ASC,How many members does each party have?,,,,,,,,1,1,1,1,,,,,Bar,Hard,Member,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2513@x_name@ASC"", ""data"": {""values"": [{""Party_name"": ""3"", ""count_"": 9}, {""Party_name"": ""Convention Peoples Party"", ""count_"": 2}, {""Party_name"": ""Progress Party"", ""count_"": 4}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Party_name"", ""type"": ""nominal""}, ""y"": {""field"": ""count_"", ""type"": ""quantitative""}}}"
735,1622@y_name@ASC,"For each department teammate of Clara (but not Clara herself), group their hire dates by month and count how many were hired in each month,",,,,,,,,1,1,1,1,,,,,Bar,Hard,employees,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 1622@y_name@ASC"", ""data"": {""values"": [{""HIRE_DATE"": ""Sept"", ""COUNT_HIRE_DATE_"": 3}, {""HIRE_DATE"": ""Aug"", ""COUNT_HIRE_DATE_"": 30}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""HIRE_DATE"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_HIRE_DATE_"", ""type"": ""quantitative""}}}"
736,1626@y_name@ASC,What’s the average salary for each job title?,,,,,,,,1,1,1,1,,,,,Bar,Hard,employees,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 1626@y_name@ASC"", ""data"": {""values"": [{""JOB_TITLE"": ""Purchasing Clerk"", ""AVG_salary_"": 2780}, {""JOB_TITLE"": ""Stock Clerk"", ""AVG_salary_"": 2785}, {""JOB_TITLE"": ""Shipping Clerk"", ""AVG_salary_"": 3215}, {""JOB_TITLE"": ""Administration Assistant"", ""AVG_salary_"": 4400}, {""JOB_TITLE"": ""Programmer"", ""AVG_salary_"": 5760}, {""JOB_TITLE"": ""Marketing Representative"", ""AVG_salary_"": 6000}, {""JOB_TITLE"": ""Human Resources Representative"", ""AVG_salary_"": 6500}, {""JOB_TITLE"": ""Stock Manager"", ""AVG_salary_"": 7280}, {""JOB_TITLE"": ""Accountant"", ""AVG_salary_"": 7920}, {""JOB_TITLE"": ""Public Accountant"", ""AVG_salary_"": 8300}, {""JOB_TITLE"": ""Sales Representative"", ""AVG_salary_"": 8350}, {""JOB_TITLE"": ""Public Relations Representative"", ""AVG_salary_"": 10000}, {""JOB_TITLE"": ""Purchasing Manager"", ""AVG_salary_"": 11000}, {""JOB_TITLE"": ""Accounting Manager"", ""AVG_salary_"": 12000}, {""JOB_TITLE"": ""Finance Manager"", ""AVG_salary_"": 12000}, {""JOB_TITLE"": ""Sales Manager"", ""AVG_salary_"": 12200}, {""JOB_TITLE"": ""Marketing Manager"", ""AVG_salary_"": 13000}, {""JOB_TITLE"": ""Administration Vice President"", ""AVG_salary_"": 17000}, {""JOB_TITLE"": ""President"", ""AVG_salary_"": 24000}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""JOB_TITLE"", ""type"": ""nominal""}, ""y"": {""field"": ""AVG_salary_"", ""type"": ""quantitative""}}}"
738,1632@y_name@ASC,Which departments have how many employees?,,,,,,,,1,1,1,1,,,,,Bar,Hard,employees,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 1632@y_name@ASC"", ""data"": {""values"": [{""DEPARTMENT_NAME"": ""Administration"", ""COUNT_"": 1}, {""DEPARTMENT_NAME"": ""Human Resources"", ""COUNT_"": 1}, {""DEPARTMENT_NAME"": ""Public Relations"", ""COUNT_"": 1}, {""DEPARTMENT_NAME"": ""Accounting"", ""COUNT_"": 2}, {""DEPARTMENT_NAME"": ""Marketing"", ""COUNT_"": 2}, {""DEPARTMENT_NAME"": ""Executive"", ""COUNT_"": 3}, {""DEPARTMENT_NAME"": ""IT"", ""COUNT_"": 5}, {""DEPARTMENT_NAME"": ""Finance"", ""COUNT_"": 6}, {""DEPARTMENT_NAME"": ""Purchasing"", ""COUNT_"": 6}, {""DEPARTMENT_NAME"": ""Sales"", ""COUNT_"": 34}, {""DEPARTMENT_NAME"": ""Shipping"", ""COUNT_"": 45}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""DEPARTMENT_NAME"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_"", ""type"": ""quantitative""}}}"
739,1671@y_name@ASC,Show a chart of first names and salaries for employees whose departments aren’t managed by anyone with an ID between 100 and 200.,,,,,,,,1,1,1,1,,,,,Bar,Medium,employees,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 1671@y_name@ASC"", ""data"": {""values"": [{""FIRST_NAME"": ""Pat"", ""SALARY"": 6000}, {""FIRST_NAME"": ""Susan"", ""SALARY"": 6500}, {""FIRST_NAME"": ""Kimberely"", ""SALARY"": 7000}, {""FIRST_NAME"": ""William"", ""SALARY"": 8300}, {""FIRST_NAME"": ""Hermann"", ""SALARY"": 10000}, {""FIRST_NAME"": ""Shelley"", ""SALARY"": 12000}, {""FIRST_NAME"": ""Michael"", ""SALARY"": 13000}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""FIRST_NAME"", ""type"": ""nominal""}, ""y"": {""field"": ""SALARY"", ""type"": ""quantitative""}}}"
740,1696@x_name@DESC,For employees whose department managers don’t have IDs between 100 and 200?,,,,,,,,1,1,1,1,,,,,Line,Medium,employees,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 1696@x_name@DESC"", ""data"": {""values"": [{""HIRE_DATE"": ""1987-10-01"", ""SALARY"": 8300}, {""HIRE_DATE"": ""1987-09-30"", ""SALARY"": 12000}, {""HIRE_DATE"": ""1987-09-29"", ""SALARY"": 10000}, {""HIRE_DATE"": ""1987-09-28"", ""SALARY"": 6500}, {""HIRE_DATE"": ""1987-09-27"", ""SALARY"": 6000}, {""HIRE_DATE"": ""1987-09-26"", ""SALARY"": 13000}, {""HIRE_DATE"": ""1987-09-03"", ""SALARY"": 7000}]}, ""mark"": ""line"", ""encoding"": {""x"": {""field"": ""HIRE_DATE"", ""type"": ""nominal""}, ""y"": {""field"": ""SALARY"", ""type"": ""quantitative""}}}"
742,1703@y_name@DESC,How many employees have each job ID among those earning more than the top‑paid PU_MAN?,,,,,,,,1,1,1,0,,,,,Bar,Hard,employees,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 1703@y_name@DESC"", ""data"": {""values"": [{""JOB_ID"": ""SA_MAN"", ""COUNT_JOB_ID_"": 3}, {""JOB_ID"": ""AD_VP"", ""COUNT_JOB_ID_"": 2}, {""JOB_ID"": ""SA_REP"", ""COUNT_JOB_ID_"": 1}, {""JOB_ID"": ""MK_MAN"", ""COUNT_JOB_ID_"": 1}, {""JOB_ID"": ""FI_MGR"", ""COUNT_JOB_ID_"": 1}, {""JOB_ID"": ""AD_PRES"", ""COUNT_JOB_ID_"": 1}, {""JOB_ID"": ""AC_MGR"", ""COUNT_JOB_ID_"": 1}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""JOB_ID"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_JOB_ID_"", ""type"": ""quantitative""}}}"
745,1802@y_name@DESC,"Which first names ending in “m” are most common among employees, and how frequently does each occur?",,,,,,,,1,1,1,0,,,,,Bar,Extra Hard,employees,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 1802@y_name@DESC"", ""data"": {""values"": [{""FIRST_NAME"": ""William"", ""COUNT_FIRST_NAME_"": 2}, {""FIRST_NAME"": ""Payam"", ""COUNT_FIRST_NAME_"": 1}, {""FIRST_NAME"": ""Adam"", ""COUNT_FIRST_NAME_"": 1}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""FIRST_NAME"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_FIRST_NAME_"", ""type"": ""quantitative""}}}"
748,1956@y_name@DESC,How many employees are in department 80 for each job title?,,,,,,,,1,1,1,1,,,,,Bar,Extra Hard,employees,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 1956@y_name@DESC"", ""data"": {""values"": [{""JOB_TITLE"": ""Sales Representative"", ""COUNT_JOB_TITLE_"": 29}, {""JOB_TITLE"": ""Sales Manager"", ""COUNT_JOB_TITLE_"": 5}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""JOB_TITLE"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_JOB_TITLE_"", ""type"": ""quantitative""}}}"
749,1963@y_name@DESC,Could you list each department with its employee count ?,,,,,,,,1,1,1,1,,,,,Bar,Hard,employees,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 1963@y_name@DESC"", ""data"": {""values"": [{""DEPARTMENT_NAME"": ""Shipping"", ""COUNT_"": 45}, {""DEPARTMENT_NAME"": ""Sales"", ""COUNT_"": 34}, {""DEPARTMENT_NAME"": ""Purchasing"", ""COUNT_"": 6}, {""DEPARTMENT_NAME"": ""Finance"", ""COUNT_"": 6}, {""DEPARTMENT_NAME"": ""IT"", ""COUNT_"": 5}, {""DEPARTMENT_NAME"": ""Executive"", ""COUNT_"": 3}, {""DEPARTMENT_NAME"": ""Marketing"", ""COUNT_"": 2}, {""DEPARTMENT_NAME"": ""Accounting"", ""COUNT_"": 2}, {""DEPARTMENT_NAME"": ""Public Relations"", ""COUNT_"": 1}, {""DEPARTMENT_NAME"": ""Human Resources"", ""COUNT_"": 1}, {""DEPARTMENT_NAME"": ""Administration"", ""COUNT_"": 1}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""DEPARTMENT_NAME"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_"", ""type"": ""quantitative""}}}"
750,2726@x_name@DESC,"Which projects require more than 300 hours, and how many scientists are assigned to eachr?",,,,,,,,1,1,1,1,,,,,Bar,Extra Hard,projects,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2726@x_name@DESC"", ""data"": {""values"": [{""Name"": ""Juicy: Extracting Apple Juice with Pectinase"", ""count_"": 1}, {""Name"": ""Build Your Own Telescope"", ""count_"": 3}, {""Name"": ""Aerodynamics and Ice Hockey"", ""count_"": 1}, {""Name"": ""A Silver-Cleaning Battery"", ""count_"": 2}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Name"", ""type"": ""nominal""}, ""y"": {""field"": ""count_"", ""type"": ""quantitative""}}}"
753,748@y_name@DESC,"How many paragraphs are in the document titled “Customer reviews,”?",,,,,,,,1,1,1,1,,,,,Bar,Extra Hard,Paragraphs,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 748@y_name@DESC"", ""data"": {""values"": [{""Paragraph_Text"": ""Korea"", ""COUNT_Paragraph_Text_"": 2}, {""Paragraph_Text"": ""Ukraine"", ""COUNT_Paragraph_Text_"": 1}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Paragraph_Text"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_Paragraph_Text_"", ""type"": ""quantitative""}}}"
754,753@x_name@DESC,What are the different template type codes and how many templates correspond to each?,,,,,,,,1,1,1,1,,,,,Bar,Medium,Templates,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 753@x_name@DESC"", ""data"": {""values"": [{""Template_Type_Code"": ""PPT"", ""count_"": 3}, {""Template_Type_Code"": ""PP"", ""count_"": 6}, {""Template_Type_Code"": ""CV"", ""count_"": 2}, {""Template_Type_Code"": ""BK"", ""count_"": 6}, {""Template_Type_Code"": ""AD"", ""count_"": 3}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Template_Type_Code"", ""type"": ""nominal""}, ""y"": {""field"": ""count_"", ""type"": ""quantitative""}}}"
755,754@y_name@ASC,How many templates of each type have a version number greater than 5?,,,,,,,,1,1,1,1,,,,,Bar,Hard,Templates,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 754@y_name@ASC"", ""data"": {""values"": [{""Template_Type_Code"": ""CV"", ""COUNT_Template_Type_Code_"": 1}, {""Template_Type_Code"": ""PPT"", ""COUNT_Template_Type_Code_"": 1}, {""Template_Type_Code"": ""BK"", ""COUNT_Template_Type_Code_"": 2}, {""Template_Type_Code"": ""PP"", ""COUNT_Template_Type_Code_"": 2}, {""Template_Type_Code"": ""AD"", ""COUNT_Template_Type_Code_"": 3}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Template_Type_Code"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_Template_Type_Code_"", ""type"": ""quantitative""}}}"
756,763@y_name@ASC,Show a chart with document descriptions and their counts.,,,,,,,,1,1,1,1,,,,,Bar,Medium,Documents,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 763@y_name@ASC"", ""data"": {""values"": [{""Document_Description"": ""b"", ""COUNT_Document_Description_"": 1}, {""Document_Description"": ""f"", ""COUNT_Document_Description_"": 1}, {""Document_Description"": ""k"", ""COUNT_Document_Description_"": 1}, {""Document_Description"": ""n"", ""COUNT_Document_Description_"": 1}, {""Document_Description"": ""r"", ""COUNT_Document_Description_"": 1}, {""Document_Description"": ""u"", ""COUNT_Document_Description_"": 1}, {""Document_Description"": ""z"", ""COUNT_Document_Description_"": 1}, {""Document_Description"": ""h"", ""COUNT_Document_Description_"": 2}, {""Document_Description"": ""w"", ""COUNT_Document_Description_"": 2}, {""Document_Description"": ""y"", ""COUNT_Document_Description_"": 4}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Document_Description"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_Document_Description_"", ""type"": ""quantitative""}}}"
757,2625@x_name@ASC,What’s the total channel rating for each owner?,,,,,,,,1,1,1,1,,,,,Bar,Medium,channel,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2625@x_name@ASC"", ""data"": {""values"": [{""Owner"": ""Anhui Television"", ""sum_Rating_in_percent_"": 0.2}, {""Owner"": ""CCTV"", ""sum_Rating_in_percent_"": 2.43}, {""Owner"": ""HBS"", ""sum_Rating_in_percent_"": 0.53}, {""Owner"": ""Shandong Television"", ""sum_Rating_in_percent_"": 0.19}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Owner"", ""type"": ""nominal""}, ""y"": {""field"": ""sum_Rating_in_percent_"", ""type"": ""quantitative""}}}"
758,609@x_name@ASC,How many Psychology courses are offered in each building?,,,,,,,,1,1,1,1,,,,,Bar,Extra Hard,course,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 609@x_name@ASC"", ""data"": {""values"": [{""building"": ""Chandler"", ""COUNT_building_"": 1}, {""building"": ""Fairchild"", ""COUNT_building_"": 2}, {""building"": ""Lambeau"", ""COUNT_building_"": 2}, {""building"": ""Lamberton"", ""COUNT_building_"": 1}, {""building"": ""Main"", ""COUNT_building_"": 1}, {""building"": ""Nassau"", ""COUNT_building_"": 1}, {""building"": ""Saucon"", ""COUNT_building_"": 1}, {""building"": ""Stabler"", ""COUNT_building_"": 1}, {""building"": ""Taylor"", ""COUNT_building_"": 1}, {""building"": ""Whitman"", ""COUNT_building_"": 1}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""building"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_building_"", ""type"": ""quantitative""}}}"
